workerid,gender,age,nativeLanguage,browser,browserVersion,browserOS,behaviorID.1,behaviorID.2,behaviorID.3,behaviorID.4,behaviorID.5,behaviorID.6,behaviorID.7,behaviorID.8,behaviorID.9,behaviorID.10,behaviorID.11,behaviorID.12,behaviorID.13,behaviorID.14,behaviorID.15,behaviorID.16,behaviorID.17,behaviorID.18,behaviorID.19,behaviorID.20,behaviorType.1,behaviorType.2,behaviorType.3,behaviorType.4,behaviorType.5,behaviorType.6,behaviorType.7,behaviorType.8,behaviorType.9,behaviorType.10,behaviorType.11,behaviorType.12,behaviorType.13,behaviorType.14,behaviorType.15,behaviorType.16,behaviorType.17,behaviorType.18,behaviorType.19,behaviorType.20,behavior.1,behavior.2,behavior.3,behavior.4,behavior.5,behavior.6,behavior.7,behavior.8,behavior.9,behavior.10,behavior.11,behavior.12,behavior.13,behavior.14,behavior.15,behavior.16,behavior.17,behavior.18,behavior.19,behavior.20,order.1,order.2,order.3,order.4,order.5,order.6,order.7,order.8,order.9,order.10,order.11,order.12,order.13,order.14,order.15,order.16,order.17,order.18,order.19,order.20,likelihoodRatingsDesireRaw.1,likelihoodRatingsDesireRaw.2,likelihoodRatingsDesireRaw.3,likelihoodRatingsDesireRaw.4,likelihoodRatingsDesireRaw.5,likelihoodRatingsDesireRaw.6,likelihoodRatingsDesireRaw.7,likelihoodRatingsDesireRaw.8,likelihoodRatingsDesireRaw.9,likelihoodRatingsDesireRaw.10,likelihoodRatingsDesireRaw.11,likelihoodRatingsDesireRaw.12,likelihoodRatingsDesireRaw.13,likelihoodRatingsDesireRaw.14,likelihoodRatingsDesireRaw.15,likelihoodRatingsDesireRaw.16,likelihoodRatingsDesireRaw.17,likelihoodRatingsDesireRaw.18,likelihoodRatingsDesireRaw.19,likelihoodRatingsDesireRaw.20,likelihoodRatingsBeliefRaw.1,likelihoodRatingsBeliefRaw.2,likelihoodRatingsBeliefRaw.3,likelihoodRatingsBeliefRaw.4,likelihoodRatingsBeliefRaw.5,likelihoodRatingsBeliefRaw.6,likelihoodRatingsBeliefRaw.7,likelihoodRatingsBeliefRaw.8,likelihoodRatingsBeliefRaw.9,likelihoodRatingsBeliefRaw.10,likelihoodRatingsBeliefRaw.11,likelihoodRatingsBeliefRaw.12,likelihoodRatingsBeliefRaw.13,likelihoodRatingsBeliefRaw.14,likelihoodRatingsBeliefRaw.15,likelihoodRatingsBeliefRaw.16,likelihoodRatingsBeliefRaw.17,likelihoodRatingsBeliefRaw.18,likelihoodRatingsBeliefRaw.19,likelihoodRatingsBeliefRaw.20,likelihoodRatingsEmotionRaw.1,likelihoodRatingsEmotionRaw.2,likelihoodRatingsEmotionRaw.3,likelihoodRatingsEmotionRaw.4,likelihoodRatingsEmotionRaw.5,likelihoodRatingsEmotionRaw.6,likelihoodRatingsEmotionRaw.7,likelihoodRatingsEmotionRaw.8,likelihoodRatingsEmotionRaw.9,likelihoodRatingsEmotionRaw.10,likelihoodRatingsEmotionRaw.11,likelihoodRatingsEmotionRaw.12,likelihoodRatingsEmotionRaw.13,likelihoodRatingsEmotionRaw.14,likelihoodRatingsEmotionRaw.15,likelihoodRatingsEmotionRaw.16,likelihoodRatingsEmotionRaw.17,likelihoodRatingsEmotionRaw.18,likelihoodRatingsEmotionRaw.19,likelihoodRatingsEmotionRaw.20,likelihoodRatingsSituationRaw.1,likelihoodRatingsSituationRaw.2,likelihoodRatingsSituationRaw.3,likelihoodRatingsSituationRaw.4,likelihoodRatingsSituationRaw.5,likelihoodRatingsSituationRaw.6,likelihoodRatingsSituationRaw.7,likelihoodRatingsSituationRaw.8,likelihoodRatingsSituationRaw.9,likelihoodRatingsSituationRaw.10,likelihoodRatingsSituationRaw.11,likelihoodRatingsSituationRaw.12,likelihoodRatingsSituationRaw.13,likelihoodRatingsSituationRaw.14,likelihoodRatingsSituationRaw.15,likelihoodRatingsSituationRaw.16,likelihoodRatingsSituationRaw.17,likelihoodRatingsSituationRaw.18,likelihoodRatingsSituationRaw.19,likelihoodRatingsSituationRaw.20,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,reactionTime.6,reactionTime.7,reactionTime.8,reactionTime.9,reactionTime.10,reactionTime.11,reactionTime.12,reactionTime.13,reactionTime.14,reactionTime.15,reactionTime.16,reactionTime.17,reactionTime.18,reactionTime.19,reactionTime.20
55,M,35,English,Chrome,47,Windows,9,12,11,14,8,15,6,19,7,16,13,1,5,20,3,17,18,2,4,10,expressions,expressions,expressions,unintentional,expressions,unintentional,intentional,ambiguous,expressions,unintentional,unintentional,intentional,intentional,ambiguous,intentional,unintentional,ambiguous,intentional,intentional,expressions,yelled loudly,danced,laughed,won the lottery,cried,yawned during a lecture,watered his new plants,ignored Greg's arguments,smiled,snored in his sleep,fell down,read a book,invited Sue to have lunch,interrupted his mother,bought a round of drinks for everyone,stubbed his toe,drove above the speed limit,bought a drink,stole a pound of peaches,jumped up and down,8,11,10,13,7,14,5,18,6,15,12,0,4,19,2,16,17,1,3,9,66,47,0,75,0,0,100,27,16,0,0,100,100,0,68,0,0,50,0,0,6,0,1,4,27,0,0,0,44,0,0,0,0,0,0,0,0,0,97,0,100,21,99,0,100,0,0,100,100,0,0,0,0,98,44,0,0,16,100,97,78,82,98,100,84,98,9,72,81,100,100,100,100,100,70,100,100,87,100,0,12495,7582,6427,6521,26961,6698,5990,7651,176452,4974,3994,5059,31476,5356,5696,4091,4635,4677,9710,4574
56,F,35,english,Safari,5.1,Mac,16,5,15,12,9,10,2,17,11,14,19,18,7,8,13,20,3,1,4,6,unintentional,intentional,unintentional,expressions,expressions,expressions,intentional,unintentional,expressions,unintentional,ambiguous,ambiguous,expressions,expressions,unintentional,ambiguous,intentional,intentional,intentional,intentional,snored in his sleep,invited Sue to have lunch,yawned during a lecture,danced,yelled loudly,jumped up and down,bought a drink,stubbed his toe,laughed,won the lottery,ignored Greg's arguments,drove above the speed limit,smiled,cried,fell down,interrupted his mother,bought a round of drinks for everyone,read a book,stole a pound of peaches,watered his new plants,15,4,14,11,8,9,1,16,10,13,18,17,6,7,12,19,2,0,3,5,2,93,1,2,94,12,90,2,7,5,88,86,27,4,3,84,85,83,81,87,1,2,1,5,92,7,67,1,2,4,88,7,88,71,3,80,82,34,76,84,2,94,79,92,93,87,80,4,90,3,88,86,96,89,4,83,85,44,79,27,91,4,96,95,93,87,94,96,84,96,88,90,93,98,97,91,88,69,84,64,26266,20350,14558,12498,9548,9767,11149,14490,10462,10519,9101,7626,13691,11418,6636,9226,7425,15277,9291,12297
57,M,45,English,Chrome,47,Windows,7,19,5,6,12,8,14,3,1,4,16,18,20,15,17,9,2,11,13,10,expressions,ambiguous,intentional,intentional,expressions,expressions,unintentional,intentional,intentional,intentional,unintentional,ambiguous,ambiguous,unintentional,unintentional,expressions,intentional,expressions,unintentional,expressions,smiled,ignored Greg's arguments,invited Sue to have lunch,watered his new plants,danced,cried,won the lottery,bought a round of drinks for everyone,read a book,stole a pound of peaches,snored in his sleep,drove above the speed limit,interrupted his mother,yawned during a lecture,stubbed his toe,yelled loudly,bought a drink,laughed,fell down,jumped up and down,6,18,4,5,11,7,13,2,0,3,15,17,19,14,16,8,1,10,12,9,0,23,50,100,46,11,11,53,50,48,0,49,1,0,0,49,81,0,0,48,51,100,49,17,16,100,0,52,49,47,0,49,74,0,0,0,67,18,0,0,100,54,49,18,47,100,0,51,50,0,0,10,74,0,0,100,27,51,0,80,0,0,0,0,47,79,100,51,50,49,100,76,35,100,100,49,66,76,100,79,30640,17276,17222,9856,13740,25561,10219,12496,15446,13190,8208,17472,16466,20356,29150,16631,21087,10367,26684,12994
58,M,35,english,Firefox,43,Windows,9,7,17,10,16,1,6,13,8,2,4,3,20,15,11,14,19,12,5,18,expressions,expressions,unintentional,expressions,unintentional,intentional,intentional,unintentional,expressions,intentional,intentional,intentional,ambiguous,unintentional,expressions,unintentional,ambiguous,expressions,intentional,ambiguous,yelled loudly,smiled,stubbed his toe,jumped up and down,snored in his sleep,read a book,watered his new plants,fell down,cried,bought a drink,stole a pound of peaches,bought a round of drinks for everyone,interrupted his mother,yawned during a lecture,laughed,won the lottery,ignored Greg's arguments,danced,invited Sue to have lunch,drove above the speed limit,8,6,16,9,15,0,5,12,7,1,3,2,19,14,10,13,18,11,4,17,1,6,16,41,4,74,59,2,3,47,88,72,2,5,3,90,20,75,47,84,21,61,1,5,4,37,35,3,76,2,35,3,59,5,51,2,26,3,6,26,92,64,2,57,4,19,20,45,95,70,3,78,46,5,41,6,49,66,26,13,56,45,95,79,95,75,85,88,51,89,65,61,62,95,44,88,77,97,70,85,17036,8395,8884,9951,9117,11361,37475,9702,9253,10102,10541,10000,10312,20989,7228,8385,8632,8851,9493,22976
59,F,35,english,Chrome,47,Windows,17,19,6,9,15,16,14,1,12,7,13,2,20,5,3,11,10,8,18,4,unintentional,ambiguous,intentional,expressions,unintentional,unintentional,unintentional,intentional,expressions,expressions,unintentional,intentional,ambiguous,intentional,intentional,expressions,expressions,expressions,ambiguous,intentional,stubbed his toe,ignored Greg's arguments,watered his new plants,yelled loudly,yawned during a lecture,snored in his sleep,won the lottery,read a book,danced,smiled,fell down,bought a drink,interrupted his mother,invited Sue to have lunch,bought a round of drinks for everyone,laughed,jumped up and down,cried,drove above the speed limit,stole a pound of peaches,16,18,5,8,14,15,13,0,11,6,12,1,19,4,2,10,9,7,17,3,0,1,100,55,0,0,0,100,0,0,0,98,2,51,100,1,51,1,100,99,0,100,100,100,0,0,0,0,0,50,0,1,98,51,2,0,1,49,0,1,0,100,0,100,0,0,0,0,100,100,0,2,98,51,99,98,99,97,0,1,100,100,100,100,100,100,100,100,100,98,100,99,100,51,98,99,52,100,99,100,22031,22674,32971,22523,23571,27126,22818,10014,61691,23623,10355,6787,13584,31849,14716,10155,18211,46310,16320,17057
60,M,35,English,Chrome,47,Windows,19,3,1,8,16,18,5,15,6,9,20,14,4,2,10,11,7,12,17,13,ambiguous,intentional,intentional,expressions,unintentional,ambiguous,intentional,unintentional,intentional,expressions,ambiguous,unintentional,intentional,intentional,expressions,expressions,expressions,expressions,unintentional,unintentional,ignored Greg's arguments,bought a round of drinks for everyone,read a book,cried,snored in his sleep,drove above the speed limit,invited Sue to have lunch,yawned during a lecture,watered his new plants,yelled loudly,interrupted his mother,won the lottery,stole a pound of peaches,bought a drink,jumped up and down,laughed,smiled,danced,stubbed his toe,fell down,18,2,0,7,15,17,4,14,5,8,19,13,3,1,9,10,6,11,16,12,44,31,61,84,71,38,51,72,69,59,92,89,61,46,69,63,50,89,88,85,62,43,38,62,44,70,40,65,49,81,55,71,43,54,45,72,61,60,78,84,38,71,32,50,32,47,74,51,74,64,39,58,42,70,33,49,70,46,57,58,59,56,74,93,46,57,35,37,68,76,77,46,72,64,66,95,90,86,55,75,11206,7626,7111,10666,7901,7754,5034,5323,4966,18062,5383,5388,6126,21037,4499,7183,5334,6066,10789,5863
61,F,45,Female,Firefox,43,Windows,3,16,13,14,12,11,2,19,20,1,9,4,17,18,7,5,15,6,10,8,intentional,unintentional,unintentional,unintentional,expressions,expressions,intentional,ambiguous,ambiguous,intentional,expressions,intentional,unintentional,ambiguous,expressions,intentional,unintentional,intentional,expressions,expressions,bought a round of drinks for everyone,snored in his sleep,fell down,won the lottery,danced,laughed,bought a drink,ignored Greg's arguments,interrupted his mother,read a book,yelled loudly,stole a pound of peaches,stubbed his toe,drove above the speed limit,smiled,invited Sue to have lunch,yawned during a lecture,watered his new plants,jumped up and down,cried,2,15,12,13,11,10,1,18,19,0,8,3,16,17,6,4,14,5,9,7,66,0,0,0,89,0,100,94,86,94,98,100,0,99,75,92,0,91,64,10,48,0,0,0,75,86,25,100,93,61,93,69,0,81,89,82,0,58,87,67,89,0,8,0,93,100,10,82,80,4,63,6,0,10,95,50,0,0,75,95,13,100,100,100,0,5,70,5,5,0,7,9,99,46,0,15,99,4,6,0,29732,19054,10951,10796,18979,18201,20704,36260,39674,15563,21973,22279,8377,12271,13298,12238,9206,9423,13622,15120
62,M,45,english,Chrome,47,Windows,14,15,10,9,18,1,11,5,8,12,17,20,16,4,6,3,19,13,2,7,unintentional,unintentional,expressions,expressions,ambiguous,intentional,expressions,intentional,expressions,expressions,unintentional,ambiguous,unintentional,intentional,intentional,intentional,ambiguous,unintentional,intentional,expressions,won the lottery,yawned during a lecture,jumped up and down,yelled loudly,drove above the speed limit,read a book,laughed,invited Sue to have lunch,cried,danced,stubbed his toe,interrupted his mother,snored in his sleep,stole a pound of peaches,watered his new plants,bought a round of drinks for everyone,ignored Greg's arguments,fell down,bought a drink,smiled,13,14,9,8,17,0,10,4,7,11,16,19,15,3,5,2,18,12,1,6,62,11,2,51,44,66,3,25,2,19,1,32,0,85,84,61,41,2,67,12,5,1,77,78,98,70,72,81,26,37,4,52,0,3,61,44,26,1,21,20,3,50,98,93,19,3,96,37,97,88,2,60,1,13,1,25,14,1,21,100,47,86,8,27,48,19,90,16,19,53,99,56,99,30,46,98,73,97,73,21,12395,9437,10759,7106,10718,7447,9039,8977,7146,28341,5817,7534,6315,27702,7872,9630,14632,52752,9681,7693
63,M,35,english,Firefox,43,Windows,11,5,8,19,4,13,6,12,16,9,18,7,20,3,14,2,10,15,1,17,expressions,intentional,expressions,ambiguous,intentional,unintentional,intentional,expressions,unintentional,expressions,ambiguous,expressions,ambiguous,intentional,unintentional,intentional,expressions,unintentional,intentional,unintentional,laughed,invited Sue to have lunch,cried,ignored Greg's arguments,stole a pound of peaches,fell down,watered his new plants,danced,snored in his sleep,yelled loudly,drove above the speed limit,smiled,interrupted his mother,bought a round of drinks for everyone,won the lottery,bought a drink,jumped up and down,yawned during a lecture,read a book,stubbed his toe,10,4,7,18,3,12,5,11,15,8,17,6,19,2,13,1,9,14,0,16,14,87,9,66,63,15,97,52,6,76,69,17,71,92,9,56,39,14,83,8,71,75,41,83,51,10,82,3,4,49,50,48,49,74,9,56,13,14,70,6,60,50,94,47,17,15,14,81,3,75,56,86,68,67,9,37,85,11,37,5,87,21,59,49,93,92,47,54,98,73,68,58,70,74,99,62,80,98,5,96,20995,12301,8439,11144,10579,7404,8455,7591,6767,7438,8991,6648,6966,9828,6584,6543,8096,7060,9302,6511
64,M,25,English,Chrome,47,Windows,6,19,15,12,3,7,18,2,13,4,20,11,8,17,16,14,9,5,10,1,intentional,ambiguous,unintentional,expressions,intentional,expressions,ambiguous,intentional,unintentional,intentional,ambiguous,expressions,expressions,unintentional,unintentional,unintentional,expressions,intentional,expressions,intentional,watered his new plants,ignored Greg's arguments,yawned during a lecture,danced,bought a round of drinks for everyone,smiled,drove above the speed limit,bought a drink,fell down,stole a pound of peaches,interrupted his mother,laughed,cried,stubbed his toe,snored in his sleep,won the lottery,yelled loudly,invited Sue to have lunch,jumped up and down,read a book,5,18,14,11,2,6,17,1,12,3,19,10,7,16,15,13,8,4,9,0,79,62,15,52,77,44,85,65,10,76,48,37,38,7,6,20,36,85,25,72,19,21,10,16,26,32,14,25,8,20,12,14,28,5,4,5,11,10,7,27,8,71,22,78,64,88,38,54,19,31,78,91,94,10,13,8,85,40,91,16,31,55,68,66,64,73,72,44,82,84,66,70,78,90,86,91,67,61,67,57,12012,7689,7871,7152,7449,10525,7229,7335,6860,8982,5867,161349,5034,5302,5873,7281,5662,5599,5468,7023
65,M,45,english,Chrome,47,Windows,13,9,19,14,18,4,8,1,11,3,15,7,5,17,12,20,2,10,16,6,unintentional,expressions,ambiguous,unintentional,ambiguous,intentional,expressions,intentional,expressions,intentional,unintentional,expressions,intentional,unintentional,expressions,ambiguous,intentional,expressions,unintentional,intentional,fell down,yelled loudly,ignored Greg's arguments,won the lottery,drove above the speed limit,stole a pound of peaches,cried,read a book,laughed,bought a round of drinks for everyone,yawned during a lecture,smiled,invited Sue to have lunch,stubbed his toe,danced,interrupted his mother,bought a drink,jumped up and down,snored in his sleep,watered his new plants,12,8,18,13,17,3,7,0,10,2,14,6,4,16,11,19,1,9,15,5,2,4,3,0,73,29,5,50,2,67,2,54,52,3,47,4,5,3,1,74,2,4,72,2,56,57,3,71,19,3,3,71,52,2,26,80,52,30,1,63,2,79,22,2,3,2,85,3,72,53,34,68,11,2,3,26,33,60,3,1,86,4,0,83,20,3,7,2,4,3,38,38,1,69,1,5,1,3,65,9,25497,17189,12080,16333,14618,9040,6525,10964,11591,12623,10830,14410,12229,13897,11456,10719,9824,10106,11602,16325
66,M,45,English,Chrome,47,Windows,12,7,17,2,20,15,10,11,3,18,13,8,4,16,1,19,5,14,9,6,expressions,expressions,unintentional,intentional,ambiguous,unintentional,expressions,expressions,intentional,ambiguous,unintentional,expressions,intentional,unintentional,intentional,ambiguous,intentional,unintentional,expressions,intentional,danced,smiled,stubbed his toe,bought a drink,interrupted his mother,yawned during a lecture,jumped up and down,laughed,bought a round of drinks for everyone,drove above the speed limit,fell down,cried,stole a pound of peaches,snored in his sleep,read a book,ignored Greg's arguments,invited Sue to have lunch,won the lottery,yelled loudly,watered his new plants,11,6,16,1,19,14,9,10,2,17,12,7,3,15,0,18,4,13,8,5,49,7,0,29,71,0,79,15,77,86,0,12,100,0,86,75,82,47,78,82,8,51,0,0,0,0,0,0,0,0,0,17,0,0,50,0,0,0,0,0,100,100,0,67,71,49,100,100,69,48,0,100,28,0,49,76,49,0,100,26,49,72,100,77,51,79,49,71,50,47,100,54,65,100,18,21,11,100,31,81,22578,10388,12367,9942,15119,9640,10454,6863,12384,15823,8007,11903,14447,7607,9414,10127,7700,10434,7527,7855
67,M,25,English,Chrome,47,Windows,16,20,2,11,8,10,13,17,18,4,12,14,1,19,6,3,9,7,5,15,unintentional,ambiguous,intentional,expressions,expressions,expressions,unintentional,unintentional,ambiguous,intentional,expressions,unintentional,intentional,ambiguous,intentional,intentional,expressions,expressions,intentional,unintentional,snored in his sleep,interrupted his mother,bought a drink,laughed,cried,jumped up and down,fell down,stubbed his toe,drove above the speed limit,stole a pound of peaches,danced,won the lottery,read a book,ignored Greg's arguments,watered his new plants,bought a round of drinks for everyone,yelled loudly,smiled,invited Sue to have lunch,yawned during a lecture,15,19,1,10,7,9,12,16,17,3,11,13,0,18,5,2,8,6,4,14,27,100,23,0,47,0,0,0,100,100,0,0,100,78,100,83,75,25,100,0,0,22,0,0,0,0,0,0,0,0,0,0,0,59,0,45,0,15,16,0,53,100,64,100,100,100,0,0,0,0,0,0,0,69,0,64,100,100,63,0,46,100,73,100,100,100,100,100,65,15,100,100,29,28,0,0,49,100,50,100,16017,12292,11665,5742,7807,6049,5549,4417,6552,7230,5798,4751,9024,16777,10557,12544,8527,14905,19469,6093
68,M,25,English,Chrome,47,Windows,2,15,17,9,14,16,20,1,11,19,8,3,18,12,10,5,4,6,7,13,intentional,unintentional,unintentional,expressions,unintentional,unintentional,ambiguous,intentional,expressions,ambiguous,expressions,intentional,ambiguous,expressions,expressions,intentional,intentional,intentional,expressions,unintentional,bought a drink,yawned during a lecture,stubbed his toe,yelled loudly,won the lottery,snored in his sleep,interrupted his mother,read a book,laughed,ignored Greg's arguments,cried,bought a round of drinks for everyone,drove above the speed limit,danced,jumped up and down,invited Sue to have lunch,stole a pound of peaches,watered his new plants,smiled,fell down,1,14,16,8,13,15,19,0,10,18,7,2,17,11,9,4,3,5,6,12,27,45,87,62,49,58,50,64,59,60,58,59,64,54,49,56,49,62,53,47,59,77,39,67,54,56,60,53,68,69,57,74,44,66,70,43,66,54,69,51,61,57,37,67,58,60,51,46,57,53,52,62,45,63,57,59,66,60,47,55,40,32,50,70,57,63,66,51,57,51,58,56,46,63,43,57,48,69,55,54,169257,16624,10171,14676,16846,10657,14048,6735,14126,10659,21645,5445,6025,7443,5766,5278,5814,10221,4755,11910
69,F,65,English,Firefox,43,Windows,19,3,8,16,10,9,14,20,15,17,12,6,11,5,7,18,2,1,13,4,ambiguous,intentional,expressions,unintentional,expressions,expressions,unintentional,ambiguous,unintentional,unintentional,expressions,intentional,expressions,intentional,expressions,ambiguous,intentional,intentional,unintentional,intentional,ignored Greg's arguments,bought a round of drinks for everyone,cried,snored in his sleep,jumped up and down,yelled loudly,won the lottery,interrupted his mother,yawned during a lecture,stubbed his toe,danced,watered his new plants,laughed,invited Sue to have lunch,smiled,drove above the speed limit,bought a drink,read a book,fell down,stole a pound of peaches,18,2,7,15,9,8,13,19,14,16,11,5,10,4,6,17,1,0,12,3,51,66,8,0,23,63,0,69,7,0,57,87,33,90,60,84,52,66,6,77,89,33,32,0,20,32,0,85,15,0,7,0,69,53,82,13,18,65,0,17,88,82,98,1,98,82,0,85,25,14,86,51,86,91,84,83,72,66,30,60,51,66,75,89,77,90,100,69,84,100,86,88,92,77,84,85,71,66,97,77,26360,12337,20805,13811,16357,12794,11850,9122,14568,10549,8168,12073,8788,13544,8496,10153,10846,7704,13219,11697
70,F,25,English,Chrome,47,Windows,7,15,19,9,13,18,4,17,8,11,5,20,14,6,10,3,16,12,2,1,expressions,unintentional,ambiguous,expressions,unintentional,ambiguous,intentional,unintentional,expressions,expressions,intentional,ambiguous,unintentional,intentional,expressions,intentional,unintentional,expressions,intentional,intentional,smiled,yawned during a lecture,ignored Greg's arguments,yelled loudly,fell down,drove above the speed limit,stole a pound of peaches,stubbed his toe,cried,laughed,invited Sue to have lunch,interrupted his mother,won the lottery,watered his new plants,jumped up and down,bought a round of drinks for everyone,snored in his sleep,danced,bought a drink,read a book,6,14,18,8,12,17,3,16,7,10,4,19,13,5,9,2,15,11,1,0,56,6,85,59,8,76,92,0,40,32,80,88,26,87,69,78,12,28,73,78,87,14,77,84,25,69,53,7,60,79,87,80,68,73,81,80,7,80,70,85,80,36,14,90,4,12,3,0,92,94,95,85,3,5,94,47,2,85,83,21,70,51,34,79,85,54,34,85,53,55,63,66,80,76,77,62,52,68,59,30,18259,9431,42714,5985,6608,12440,8484,9344,7679,5361,11311,7512,10655,8725,8824,8704,17207,107370,5973,6425
71,M,35,English,Firefox,43,Windows,16,12,17,1,20,3,2,19,13,6,18,5,7,4,11,9,15,14,10,8,unintentional,expressions,unintentional,intentional,ambiguous,intentional,intentional,ambiguous,unintentional,intentional,ambiguous,intentional,expressions,intentional,expressions,expressions,unintentional,unintentional,expressions,expressions,snored in his sleep,danced,stubbed his toe,read a book,interrupted his mother,bought a round of drinks for everyone,bought a drink,ignored Greg's arguments,fell down,watered his new plants,drove above the speed limit,invited Sue to have lunch,smiled,stole a pound of peaches,laughed,yelled loudly,yawned during a lecture,won the lottery,jumped up and down,cried,15,11,16,0,19,2,1,18,12,5,17,4,6,3,10,8,14,13,9,7,11,61,37,85,11,62,19,80,9,8,20,82,69,17,61,87,9,0,91,30,15,75,12,73,27,39,35,65,13,8,32,51,48,13,27,31,19,0,49,67,32,88,44,61,48,70,26,58,54,7,59,74,100,38,100,87,61,0,79,100,88,73,78,49,78,32,74,74,82,92,60,41,93,81,96,92,82,100,36,100,23995,15522,13502,14638,182706,15526,12550,13766,14726,8405,11447,16360,9671,19109,10998,9207,11902,9594,8910,9942
72,F,35,english,Firefox,43,Windows,12,13,17,7,19,18,2,15,14,1,5,16,3,4,10,20,6,8,9,11,expressions,unintentional,unintentional,expressions,ambiguous,ambiguous,intentional,unintentional,unintentional,intentional,intentional,unintentional,intentional,intentional,expressions,ambiguous,intentional,expressions,expressions,expressions,danced,fell down,stubbed his toe,smiled,ignored Greg's arguments,drove above the speed limit,bought a drink,yawned during a lecture,won the lottery,read a book,invited Sue to have lunch,snored in his sleep,bought a round of drinks for everyone,stole a pound of peaches,jumped up and down,interrupted his mother,watered his new plants,cried,yelled loudly,laughed,11,12,16,6,18,17,1,14,13,0,4,15,2,3,9,19,5,7,8,10,2,4,5,20,46,70,5,3,1,45,95,3,51,87,4,2,96,1,6,31,12,3,2,56,3,4,3,2,1,18,4,3,2,4,14,43,4,59,29,24,79,2,3,100,19,35,4,3,2,3,15,3,41,3,79,96,3,97,100,98,98,96,97,96,97,96,97,98,97,98,62,98,97,69,62,90,87,99,98,97,11885,20789,19824,12880,12780,10480,16787,11750,8649,11719,15076,8710,10536,20934,14916,13475,11450,8583,12024,10389
73,M,35,English,Chrome,47,Windows,17,12,10,11,4,16,15,18,7,20,19,8,6,2,3,1,9,5,13,14,unintentional,expressions,expressions,expressions,intentional,unintentional,unintentional,ambiguous,expressions,ambiguous,ambiguous,expressions,intentional,intentional,intentional,intentional,expressions,intentional,unintentional,unintentional,stubbed his toe,danced,jumped up and down,laughed,stole a pound of peaches,snored in his sleep,yawned during a lecture,drove above the speed limit,smiled,interrupted his mother,ignored Greg's arguments,cried,watered his new plants,bought a drink,bought a round of drinks for everyone,read a book,yelled loudly,invited Sue to have lunch,fell down,won the lottery,16,11,9,10,3,15,14,17,6,19,18,7,5,1,2,0,8,4,12,13,64,59,45,30,74,0,0,49,17,45,25,9,76,45,74,68,60,79,53,49,0,20,66,68,47,0,0,51,57,69,64,45,48,47,41,54,51,49,28,8,0,71,73,74,48,0,0,34,74,67,64,82,46,61,62,49,69,57,38,20,97,64,65,74,58,71,100,59,47,50,37,54,63,54,65,54,60,61,73,85,26545,12550,17738,9199,10186,29418,10590,20117,10127,8118,20255,10585,11319,8143,9738,9513,7292,7437,8449,11887
74,M,35,english,Chrome,47,Windows,19,18,15,16,20,9,13,4,17,3,1,11,12,2,6,5,8,10,14,7,ambiguous,ambiguous,unintentional,unintentional,ambiguous,expressions,unintentional,intentional,unintentional,intentional,intentional,expressions,expressions,intentional,intentional,intentional,expressions,expressions,unintentional,expressions,ignored Greg's arguments,drove above the speed limit,yawned during a lecture,snored in his sleep,interrupted his mother,yelled loudly,fell down,stole a pound of peaches,stubbed his toe,bought a round of drinks for everyone,read a book,laughed,danced,bought a drink,watered his new plants,invited Sue to have lunch,cried,jumped up and down,won the lottery,smiled,18,17,14,15,19,8,12,3,16,2,0,10,11,1,5,4,7,9,13,6,49,43,2,5,56,41,2,8,7,50,67,80,44,33,79,89,25,29,97,4,60,72,26,6,74,45,8,79,2,76,22,89,79,71,12,82,87,76,77,72,49,64,28,5,28,56,4,7,4,6,15,74,49,32,12,79,86,75,5,65,35,70,11,81,34,64,75,37,81,71,14,27,14,30,18,15,72,74,12,79,43132,26333,51133,13606,8102,21236,14302,76644,14309,44193,80799,12135,40914,37888,10518,108558,54276,28659,75989,10652
75,M,45,English,Chrome,47,Windows,17,5,1,11,9,8,13,2,20,4,16,19,12,15,6,18,14,3,10,7,unintentional,intentional,intentional,expressions,expressions,expressions,unintentional,intentional,ambiguous,intentional,unintentional,ambiguous,expressions,unintentional,intentional,ambiguous,unintentional,intentional,expressions,expressions,stubbed his toe,invited Sue to have lunch,read a book,laughed,yelled loudly,cried,fell down,bought a drink,interrupted his mother,stole a pound of peaches,snored in his sleep,ignored Greg's arguments,danced,yawned during a lecture,watered his new plants,drove above the speed limit,won the lottery,bought a round of drinks for everyone,jumped up and down,smiled,16,4,0,10,8,7,12,1,19,3,15,18,11,14,5,17,13,2,9,6,0,82,97,28,39,25,12,43,52,98,24,81,80,17,96,94,99,86,44,81,3,60,63,69,90,89,82,63,80,82,15,76,82,49,76,88,86,75,84,89,0,86,59,79,98,95,96,38,86,72,13,90,95,46,74,85,89,96,94,97,91,61,63,71,91,93,91,74,77,76,90,88,72,83,94,95,93,88,50,91,13250,10644,9022,9969,12535,11465,7423,11055,10014,119393,10096,8481,38292,108354,10018,8229,9749,11904,10185,8687
